gender,SeniorCitizen,Partner,Dependents,tenure,customerID,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Cuentas_Diarias,Churn
Male,0,Yes,Yes,33,1431-AIDJQ,Two year,No,Credit card (automatic),82.1,2603.1,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,2.7366666666666664,No
Female,0,Yes,Yes,22,1431-CYWMH,Month-to-month,No,Bank transfer (automatic),19.05,454.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.635,No
Female,0,No,No,29,1432-FPAXX,Month-to-month,Yes,Electronic check,30.6,856.35,No,No phone service,DSL,No,Yes,No,No,No,No,1.02,Yes
Female,0,Yes,No,10,1436-ZMJAN,Month-to-month,Yes,Credit card (automatic),67.8,653.15,Yes,No,DSL,No,No,Yes,No,Yes,Yes,2.26,No
Female,0,Yes,No,26,1439-LCGVL,One year,No,Mailed check,19.2,459.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.64,No
Female,0,No,No,13,1442-BQPVU,Month-to-month,No,Electronic check,29.15,357.15,No,No phone service,DSL,No,Yes,No,No,No,No,0.9716666666666666,No
Male,0,Yes,Yes,66,1442-OKRJE,One year,Yes,Bank transfer (automatic),103.15,7031.3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.4383333333333335,No
Male,0,Yes,No,70,1444-VVSGW,One year,No,Credit card (automatic),115.65,7968.85,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.855,Yes
Male,0,Yes,No,1,1447-GIQMR,Month-to-month,Yes,Electronic check,69.15,69.15,Yes,No,Fiber optic,No,No,No,No,No,No,2.305,Yes
Female,0,No,No,57,1447-PJGGA,Two year,Yes,Electronic check,95.25,5464.65,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.175,Yes
Female,0,Yes,Yes,58,1448-CYWKC,One year,Yes,Credit card (automatic),105.2,6225.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.506666666666667,No
Male,0,Yes,Yes,1,1448-PWKYE,Month-to-month,No,Electronic check,80.0,80.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.6666666666666665,Yes
Male,0,No,No,3,1449-XQEMT,Month-to-month,Yes,Mailed check,19.8,58.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.66,Yes
Female,0,No,No,10,1450-GALXR,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3.283333333333333,Yes
Female,0,No,No,56,1450-SKCVI,Month-to-month,Yes,Electronic check,73.85,4092.85,Yes,No,Fiber optic,No,Yes,No,No,No,No,2.4616666666666664,Yes
Male,0,No,Yes,22,1452-KIOVK,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,2.9699999999999998,No
Male,0,Yes,Yes,72,1452-UZOSF,Two year,Yes,Credit card (automatic),106.1,7548.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,3.5366666666666666,No
Male,0,No,No,1,1452-VOQCH,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.503333333333333,No
Female,0,Yes,Yes,39,1452-XRSJV,Month-to-month,No,Credit card (automatic),51.05,2066.0,Yes,No,DSL,Yes,No,No,No,No,No,1.7016666666666667,No
Female,0,No,Yes,1,1453-RZFON,Month-to-month,No,Mailed check,49.9,49.9,Yes,No,DSL,Yes,No,No,No,No,No,1.6633333333333333,No
Male,0,No,No,1,1455-ESIQH,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2.9699999999999998,Yes
Male,0,Yes,No,52,1455-HFBXA,Two year,Yes,Credit card (automatic),91.6,4627.8,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,3.0533333333333332,No
Male,0,Yes,No,10,1455-UGQVH,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.283333333333333,Yes
Male,0,No,No,4,1456-TWCGB,Month-to-month,No,Mailed check,49.25,208.45,Yes,No,DSL,No,Yes,No,No,No,No,1.6416666666666666,No
Male,0,Yes,Yes,70,1459-QNFQT,Two year,No,Bank transfer (automatic),59.5,4144.8,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,1.9833333333333334,No
Male,0,Yes,No,60,1460-UZPRJ,Two year,No,Mailed check,19.95,1258.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999,No
Male,1,Yes,No,8,1465-LNTLJ,Month-to-month,Yes,Credit card (automatic),64.4,581.7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,2.146666666666667,No
Female,0,Yes,Yes,10,1465-VINDH,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.4033333333333333,Yes
Female,0,Yes,Yes,3,1465-WCZVT,Month-to-month,No,Mailed check,19.65,60.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6549999999999999,No
Male,1,Yes,Yes,64,1468-DEFNC,Two year,Yes,Bank transfer (automatic),24.4,1548.65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8133333333333332,No
Female,0,Yes,No,66,1469-LBJQJ,Month-to-month,Yes,Electronic check,105.2,6936.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.506666666666667,No
Male,0,Yes,Yes,49,1470-PSXNM,One year,Yes,Electronic check,93.65,4520.15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.121666666666667,No
Female,0,No,No,1,1471-GIQKQ,Month-to-month,No,Electronic check,49.95,49.95,Yes,No,DSL,No,Yes,No,No,No,No,1.665,No
Male,0,No,Yes,36,1472-TNCWL,Month-to-month,Yes,Electronic check,94.7,3512.5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,3.1566666666666667,No
Female,0,Yes,No,58,1474-JUWSM,One year,Yes,Electronic check,68.4,3972.25,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,2.2800000000000002,No
Male,0,No,No,7,1475-VWVDO,Month-to-month,Yes,Electronic check,74.9,490.55,Yes,No,Fiber optic,No,No,Yes,No,No,No,2.496666666666667,No
Female,0,No,No,1,1478-VPOAD,Month-to-month,No,Electronic check,43.8,43.8,Yes,No,DSL,No,No,No,No,No,No,1.46,No
Male,1,Yes,No,72,1480-BKXGA,Two year,Yes,Bank transfer (automatic),116.05,8404.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.868333333333333,No
Male,1,Yes,No,35,1480-IVEVR,One year,Yes,Bank transfer (automatic),81.6,2815.25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,2.7199999999999998,No
Male,0,No,No,28,1481-ZUWZA,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3.15,Yes
Male,0,No,No,30,1482-OXZSY,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,3.3466666666666667,No
Male,0,Yes,Yes,52,1485-YDHMM,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,3.1083333333333334,No
Female,0,Yes,Yes,72,1488-PBLJN,Two year,Yes,Bank transfer (automatic),116.85,8477.7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.895,No
Male,0,Yes,Yes,31,1488-SYSFC,Month-to-month,Yes,Electronic check,20.65,702.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6883333333333332,No
Male,0,Yes,Yes,70,1492-KGETH,One year,No,Bank transfer (automatic),78.35,5445.95,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2.6116666666666664,No
Male,0,Yes,Yes,53,1492-QGCLU,Month-to-month,No,Electronic check,85.7,4616.1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2.856666666666667,No
Male,0,No,No,1,1493-AMTIE,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6733333333333333,Yes
Female,0,Yes,Yes,10,1494-EJZDW,Two year,No,Mailed check,20.15,220.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6716666666666666,No
Female,1,No,No,1,1496-GGSUK,Month-to-month,Yes,Mailed check,25.7,25.7,No,No phone service,DSL,No,No,No,No,No,No,0.8566666666666667,Yes
Female,0,Yes,No,29,1498-DQNRX,Month-to-month,No,Mailed check,19.85,573.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6616666666666667,No
Male,0,Yes,Yes,59,1498-NHTLT,Two year,Yes,Electronic check,86.75,5186.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.8916666666666666,No
Male,0,No,No,2,1501-SGHBW,Month-to-month,No,Mailed check,45.85,81.0,Yes,No,DSL,No,No,No,No,No,No,1.5283333333333333,Yes
Female,0,No,No,58,1502-XFCVR,One year,Yes,Electronic check,106.45,6145.85,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.5483333333333333,Yes
Male,0,Yes,Yes,45,1506-YJTYT,Two year,No,Credit card (automatic),73.85,3371.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,2.4616666666666664,No
Male,0,No,No,12,1508-DFXCU,Month-to-month,Yes,Electronic check,81.45,912.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.7150000000000003,No
Female,0,No,No,12,1513-XNPPH,Month-to-month,Yes,Electronic check,89.4,1095.65,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,2.98,Yes
Male,0,Yes,No,33,1518-OMDIK,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,Yes,No,DSL,No,No,No,No,No,No,1.4849999999999999,No
Female,0,No,No,9,1518-VOWAV,Month-to-month,Yes,Electronic check,74.65,703.55,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,2.4883333333333337,Yes
Male,0,Yes,Yes,7,1522-VVDMG,Month-to-month,Yes,Electronic check,89.75,608.8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,2.9916666666666667,Yes
Male,0,Yes,Yes,66,1525-LNLOJ,Two year,Yes,Bank transfer (automatic),63.3,4189.7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,2.11,No
Male,0,Yes,Yes,52,1527-SXDPN,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,3.2083333333333335,Yes
Female,0,Yes,No,49,1530-ZTDOZ,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,No,No phone service,DSL,Yes,No,No,No,Yes,No,1.355,No
Female,0,Yes,Yes,61,1534-OULXE,One year,Yes,Bank transfer (automatic),49.7,2961.4,Yes,No,DSL,Yes,No,No,No,No,No,1.6566666666666667,No
Female,0,No,No,24,1535-VTJOQ,Two year,No,Credit card (automatic),25.15,553.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8383333333333333,No
Female,0,No,No,1,1536-HBSWP,Month-to-month,Yes,Electronic check,49.9,49.9,Yes,No,DSL,No,No,No,Yes,No,No,1.6633333333333333,No
Male,0,Yes,Yes,17,1536-YHDOE,One year,Yes,Mailed check,62.1,1096.65,Yes,Yes,DSL,Yes,No,No,Yes,No,No,2.07,No
Female,0,No,No,12,1539-LNKHM,Month-to-month,No,Mailed check,20.4,266.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6799999999999999,No
Male,0,No,No,1,1541-ETJZO,Month-to-month,No,Mailed check,62.05,62.05,Yes,Yes,DSL,No,No,Yes,Yes,No,No,2.0683333333333334,Yes
Male,1,Yes,No,61,1543-LLLFT,One year,Yes,Mailed check,98.3,6066.55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,3.2766666666666664,No
Male,0,No,No,27,1544-JJMYL,One year,No,Credit card (automatic),69.35,1927.3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,2.3116666666666665,No
Female,0,Yes,Yes,48,1545-ACTAS,One year,Yes,Bank transfer (automatic),99.7,4977.2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,3.3233333333333333,No
Male,0,Yes,No,71,1545-JFUML,Two year,Yes,Electronic check,99.0,6994.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,3.3,No
Female,0,Yes,Yes,4,1548-ARAGG,Month-to-month,Yes,Mailed check,58.5,224.85,Yes,Yes,DSL,No,Yes,No,Yes,No,No,1.95,No
Male,0,Yes,No,61,1548-FEHVL,Month-to-month,Yes,Electronic check,106.2,6375.2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,3.54,No
Female,0,No,No,31,1550-EENBN,Month-to-month,No,Electronic check,104.35,3205.6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,3.478333333333333,No
Female,0,Yes,No,32,1550-LOAHA,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,2.805,Yes
Female,0,No,No,30,1552-AAGRX,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,3.546666666666667,No
Female,0,Yes,Yes,55,1552-CZCLL,Month-to-month,No,Credit card (automatic),20.0,1087.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666,No
Female,0,Yes,No,42,1552-TKMXS,Month-to-month,No,Credit card (automatic),20.35,869.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6783333333333333,No
Female,0,Yes,Yes,70,1555-DJEQW,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.8066666666666666,Yes
Female,0,Yes,Yes,71,1555-HAPSU,Two year,No,Credit card (automatic),23.9,1663.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.7966666666666666,No
Female,0,No,No,43,1557-EMYVT,Two year,No,Credit card (automatic),115.05,4895.1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.835,No
Male,0,No,No,19,1559-DTODC,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,No,No phone service,DSL,No,No,No,No,No,No,0.8383333333333333,No
Male,0,Yes,Yes,19,1561-BWHIN,One year,No,Mailed check,19.8,344.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.66,No
Female,0,No,No,12,1563-IWQEX,Month-to-month,No,Mailed check,19.7,220.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6566666666666666,No
Male,0,No,No,4,1564-HJUVY,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,Yes,No,DSL,No,Yes,No,Yes,Yes,No,2.125,No
Female,1,No,No,13,1564-NTYXF,Month-to-month,Yes,Electronic check,82.0,1127.2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.7333333333333334,Yes
Female,0,No,Yes,4,1565-RHDJD,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,2.8016666666666667,Yes
Male,0,No,No,8,1567-DSCIC,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.1333333333333333,Yes
Male,1,Yes,No,70,1568-BEKZM,Two year,No,Credit card (automatic),90.05,6333.4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.0016666666666665,No
Male,0,Yes,Yes,68,1568-LJSZU,Two year,Yes,Credit card (automatic),92.2,6392.85,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.0733333333333333,No
Male,0,Yes,No,5,1569-TTNYJ,Month-to-month,Yes,Electronic check,78.75,412.1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2.625,Yes
Male,0,No,No,12,1571-SAVHK,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3.3316666666666666,Yes
Male,0,Yes,Yes,57,1573-LGXBA,One year,Yes,Credit card (automatic),97.55,5598.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.2516666666666665,No
Female,0,Yes,Yes,51,1574-DYCWE,Two year,No,Mailed check,19.95,1028.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999,No
Female,0,No,No,4,1575-KRZZE,Month-to-month,No,Electronic check,55.2,220.65,Yes,No,DSL,Yes,Yes,No,No,No,No,1.84,No
Male,1,Yes,No,70,1576-PFZIW,Two year,No,Credit card (automatic),105.35,7511.9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.5116666666666663,No
Female,0,Yes,No,30,1577-HKTFG,Month-to-month,No,Bank transfer (automatic),19.65,655.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6549999999999999,Yes
Male,0,No,No,7,1579-KLYDT,Month-to-month,Yes,Electronic check,90.45,593.45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,3.015,Yes
Male,1,No,No,19,1580-BMCMR,Month-to-month,Yes,Electronic check,87.3,1637.3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,2.9099999999999997,No
Male,0,No,No,1,1582-RAFML,Month-to-month,No,Mailed check,60.1,60.1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,2.0033333333333334,Yes
Male,0,No,No,12,1583-IHQZE,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.765,Yes
Male,0,No,No,17,1585-MQSSU,Month-to-month,No,Mailed check,51.5,900.5,Yes,No,DSL,No,No,No,Yes,No,No,1.7166666666666666,Yes
Male,1,Yes,Yes,66,1587-FKLZB,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.316666666666667,Yes
Male,0,No,No,3,1589-AGTLK,Month-to-month,Yes,Electronic check,45.35,141.5,Yes,No,DSL,No,No,No,No,No,No,1.5116666666666667,Yes
Male,1,Yes,No,51,1591-MQJTP,One year,Yes,Bank transfer (automatic),93.65,4839.15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,3.121666666666667,No
Male,0,No,No,51,1591-NFNLQ,Month-to-month,No,Credit card (automatic),80.0,4242.35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,2.6666666666666665,Yes
Female,0,Yes,No,71,1591-XWLGB,Two year,No,Credit card (automatic),19.85,1379.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6616666666666667,No
Male,0,No,No,35,1596-BBVTG,Month-to-month,No,Credit card (automatic),75.35,2636.05,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.5116666666666663,Yes
Female,0,No,No,11,1596-OQSPS,Month-to-month,No,Electronic check,51.1,531.15,Yes,No,DSL,No,Yes,No,No,No,No,1.7033333333333334,No
Female,0,No,No,2,1597-FZREH,Month-to-month,No,Electronic check,76.4,160.8,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,2.546666666666667,Yes
Female,1,No,No,26,1597-LHYNC,Month-to-month,Yes,Electronic check,95.0,2497.2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3.1666666666666665,Yes
Male,0,Yes,Yes,60,1599-EAHXY,One year,No,Credit card (automatic),23.95,1506.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.7983333333333333,No
Male,0,Yes,Yes,62,1599-MMYRQ,One year,Yes,Credit card (automatic),81.45,4983.05,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,2.7150000000000003,No
Female,0,No,No,12,1600-DILPE,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,Yes,No,DSL,No,No,No,No,No,No,1.5,No
Female,0,No,No,4,1602-IJQQE,Month-to-month,No,Electronic check,75.35,338.1,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.5116666666666663,Yes
Male,1,No,No,45,1608-GMEWB,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1300000000000003,No
Female,0,No,No,1,1612-EOHDH,Month-to-month,No,Electronic check,45.15,45.15,Yes,No,DSL,No,No,No,No,No,No,1.505,Yes
Female,0,No,No,8,1614-JBEBI,Month-to-month,Yes,Mailed check,20.7,137.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.69,No
Female,0,No,No,2,1618-CFHME,Month-to-month,Yes,Electronic check,75.9,143.35,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.5300000000000002,Yes
Female,0,Yes,No,68,1619-YWUBB,Two year,Yes,Credit card (automatic),24.95,1614.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8316666666666667,No
Female,0,Yes,No,36,1621-YNCJH,Two year,Yes,Credit card (automatic),106.05,3834.4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,3.5349999999999997,No
Female,0,No,No,1,1622-HSHSF,Month-to-month,Yes,Mailed check,19.55,19.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6516666666666667,No
Female,0,Yes,No,42,1623-NLDOT,One year,No,Mailed check,33.55,1445.3,No,No phone service,DSL,No,Yes,No,Yes,No,No,1.1183333333333332,Yes
Male,1,No,No,5,1624-NALOJ,Month-to-month,Yes,Electronic check,89.8,502.6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,2.993333333333333,Yes
Female,0,No,No,10,1624-WOIWJ,Month-to-month,Yes,Mailed check,84.7,832.05,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,2.8233333333333333,Yes
Female,0,Yes,Yes,68,1625-JAIIY,One year,Yes,Electronic check,83.0,5685.8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.7666666666666666,Yes
Male,1,Yes,No,20,1626-ERCMM,Month-to-month,Yes,Electronic check,94.55,1899.65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1516666666666664,Yes
Female,0,No,No,29,1627-AFWVJ,Two year,No,Mailed check,19.4,554.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6466666666666666,No
Male,0,No,No,1,1628-BIZYP,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,2.8333333333333335,No
Female,0,No,No,14,1629-DQQVB,Month-to-month,No,Bank transfer (automatic),50.1,709.5,Yes,No,DSL,Yes,No,No,No,No,No,1.6700000000000002,No
Female,0,No,No,5,1635-FJFCC,Month-to-month,Yes,Credit card (automatic),44.05,202.15,Yes,No,DSL,No,No,No,No,No,No,1.4683333333333333,No
Female,0,No,Yes,19,1635-HDGFT,Two year,No,Mailed check,20.5,398.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6833333333333333,No
Male,1,Yes,No,71,1635-NZATJ,Two year,No,Credit card (automatic),25.45,1789.65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8483333333333333,No
Male,1,No,No,4,1636-NTNCO,Month-to-month,Yes,Credit card (automatic),50.95,207.35,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,1.6983333333333335,No
